,question,question_id,question_type,survey_id
298,Please rate how much you agree or disagree with the following statement - I often refer to myself as a “caregiver” when talking to others about what I do for my loved one.,15,rate,5bb36da6aa35b10004846c97
299,"Today we will be discussing an insurance product called Flux. Flux is micro-insurance, short term, on-demand insurance that is available at the touch of a button. Mico-insurance can range from a single day to a few months. Thinking of as you go through your life, are there times when you wish you could get additional insurance? This could be times where you are potentially taking risks or engaging in risky activities (sky diving, bungie jumping, taking a trip, flying in an airplane, etc. just about anything). This short term insurance is in addition to any insurance you already have and has NO effect on your existing insurance policy. Thanks in advance for your input. Your feedback is valuable to us.",0,description,120
300,What types of short term/micro-insurance do you wish you could have?,1,multi-select,120
301,"If you selected Other, what other type(s) of insurance do you wish you could have and why?",2,textarea,120
302,You answered that you would NOT be interested in short term/micro-insurance. Please explain why.,3,textarea,120
303,Are there any hang-ups/issues you can see with using such a service?,4,textarea,120
304,You will now view a mobile app prototype of how Flux will work. Please click on the link to view the prototype and keep the link open to view when answering the remaining questions.,5,description,120
305,"After learning a little about this product from the visuals, did it change your perspective on Flux? Did you think of new ways to use this service?",6,single-select,120
306,Please explain your response.,7,textarea,120
307,"This short term insurance is purchased without the need to provide detailed health information. The insurance is more based on the activity, not your health. Was receiving a better price by giving additional information appealing to you? *The more information given dynamically reduces your costs (it never goes up by giving additional information, thats guaranteed).",8,single-select,120
308,Please explain your response.,9,textarea,120
309,What subject(s) did you teach this semester?,0,textarea,121
310,How many sections do you teach?,1,single-select,121
311,How often does your class meet?,2,single-select,121
312,Approximately how many students are in each section?,3,single-select,121
313,Do you meet remotely or in-person?,4,single-select,121
314,Do you meet in a computer lab or lecture setting?,5,single-select,121
315,Today we would like your feedback on a mobile app we are building. We appreciate your input.,0,description,122
316,"Before we begin, we'd like to know: Were you born on an even or odd-numbered day?",1,single-select,122
317,"Imagine your Health Insurance company offers a smart phone app that helps you stay or get healthy. Please click the link below to navigate to a prototype of this app. Take a few minutes to browse through the app experience. While you are browsing, think about what you like and don't like about the experience. Please keep the prototype open in a SEPARATE tab so that you can refer back to it for the duration of the survey. When you are finished looking at the app, please click the arrow to move on to the next question.(Please note that the experience you see is a PROTOTYPE and has limited functionality.)",2,description,122
